The Servant,"{""Principal Cast"": {""Dirk Bogarde"": ""Barrett"", ""James Fox"": ""Tony"", ""Sarah Miles"": ""Vera"", ""Wendy Craig"": ""Susan""}, ""Cast"": {""Alun Owen"": ""Curate"", ""Ann Firbank"": ""Society Woman"", ""Brian Phelan"": ""Man In Pub"", ""Catherine Lacey"": ""Lady Mounset"", ""Derek Tansley"": ""Head Waiter"", ""Doris Knox"": ""Older Woman"", ""Harold Pinter"": ""Society Man"", ""Hazel Terry"": ""Woman In Bedroom"", ""Jill Melford"": ""Younger Woman"", ""Patrick Magee"": ""Bishop"", ""Richard Vernon"": ""Lord Mounset""}}","""Drama"""
Pulp Fiction,"{""Principal Cast"": {""Bruce Willis"": ""Butch Coolidge"", ""John Travolta"": ""Vincent Vega"", ""Samuel L. Jackson"": ""Jules Winnfield""}, ""Cast"": {""Amanda Plummer"": ""Honey Bunny - Yolanda"", ""Duane Whitaker"": ""Maynard"", ""Eric Stoltz"": ""Lance"", ""Frank Whaley"": ""Brett"", ""Maria de Medeiros"": ""Fabienne"", ""Paul Calderon"": ""Paul"", ""Peter Greene"": ""Zed"", ""Phil LaMarr"": ""Marvin"", ""Rosanna Arquette"": ""Jody"", ""Tim Roth"": ""Pumpkin - Ringo"", ""Uma Thurman"": ""Mia Wallace"", ""Ving Rhames"": ""Marsellus Wallace""}}","""Drama,Thriller,Crime"""
The Manchurian Candidate,"{""Principal Cast"": {""Frank Sinatra"": ""Major Bennett Marco"", ""Laurence Harvey"": ""Raymond Shaw""}, ""Cast"": {""Albert Paulsen"": ""Zilkov"", ""Angela Lansbury"": ""Mrs. Iselin"", ""Barry Kelley"": ""Secretary Of Defense"", ""Douglas Henderson"": ""Colonel Milt"", ""Henry Silva"": ""Chunjin"", ""James Edwards"": ""Corporal Allen Melvin"", ""James Gregory"": ""Senator John Yerkes Iselin"", ""Janet Leigh"": ""Eugenie Rose Chaney"", ""John McGiver"": ""Senator Thomas Jordan"", ""Khigh Dhiegh"": ""Dr. Yen Lo"", ""Leslie Parrish"": ""Jocelyn Jordan"", ""Lloyd Corrigan"": ""Holborn Gaines"", ""Madame Spivy"": ""Female Berezovo""}}","""Drama,Mystery,Thriller"""
Mr. Turner,"{""Principal Cast"": {""Amy Dawson"": ""Georgiana"", ""Dorothy Atkinson"": ""Hannah Danby"", ""Karl Johnson"": ""Mr. Booth"", ""Lesley Manville"": ""Mary Somerville"", ""Marion Bailey"": ""Sophia Booth"", ""Paul Jesson"": ""William Turner"", ""Ruth Sheen"": ""Sarah Danby"", ""Sandy Foster"": ""Evelina"", ""Timothy Spall"": ""J.M.W. Turner""}, ""Cast"": {""Alice Orr-Ewing"": ""Second Young Lady"", ""Amy Dawson"": ""Georgiana Danby"", ""Billy Holland"": ""Baker Boy"", ""Dorothy Atkinson"": ""Hannah Danby"", ""Fenella Woolgar"": ""Lady Eastlake"", ""Fred Pearson"": ""Sir William Beechey"", ""James Fleet"": ""John Constable"", ""James Norton"": ""Francis Willoughby"", ""Jamie Thomas King"": ""David Roberts"", ""John Duggan"": ""Theatre Patron"", ""John Warman"": ""Eastlake Servant"", ""Joshua McGuire"": ""John Ruskin"", ""Julian Seager"": ""Ships Helmsman"", ""Karl Johnson"": ""Mr. Booth"", ""Katherine Denkinson"": ""Theatre- Goer"", ""Lasco Atkins"": ""Market Customer"", ""Lee Ingleby"": ""Unhappy Couple"", ""Leo Bill"": ""JE Mayall"", ""Lesley Manville"": ""Mary Somerville"", ""Marion Bailey"": ""Sophia Booth"", ""Mark Stanley"": ""Clarkson Stanfield"", ""Mark Wingett"": ""Mariner"", ""Martin Savage"": ""Benjamin Robert Haydon"", ""Niall Buggy"": ""John Carew"", ""Oliver Maltman"": ""Cast"", ""Paul Jesson"": ""William Turner"", ""Peter Wight"": ""Joseph Gillott"", ""Richard Bremmer"": ""George Jones"", ""Richard Dixon"": ""Mr. Manners"", ""Robert Portal"": ""Sir Charles Eastlake"", ""Roger Ashton-Griffiths"": ""Henry William Pickersgill"", ""Ruby Bentall"": ""Unhappy Couple"", ""Ruth Sheen"": ""Sarah Danby"", ""Sandy Foster"": ""Evelina"", ""Sinead Matthews"": ""Queen Victoria"", ""Stuart Matthews"": ""Market Trader"", ""Sylvestra Le Touzel"": ""Ruskin's Mother"", ""Timothy Spall"": ""J.M.W. Turner"", ""Tom Edden"": ""CR Leslie"", ""Tom Wlaschiha"": ""Prince Albert""}}","""Biography,Drama,History"""
The Irishman,"{""Principal Cast"": {""Al Pacino"": ""Jimmy Hoffa"", ""Aleksa Palladino"": ""Mary Sheeran"", ""Anna Paquin"": ""Peggy Sheeran"", ""Bobby Cannavale"": ""Skinny Razor"", ""Dascha Polanco"": ""Principal Cast"", ""Harvey Keitel"": ""Angelo Bruno"", ""Jack Huston"": ""Robert Kennedy/RFK"", ""Jake Hoffman"": ""Allen Dorfman"", ""Jesse Plemons"": ""Chuckie O'Brien"", ""Joe Pesci"": ""Russell Bufalino"", ""Kathrine Narducci"": ""Carrie Bufalino"", ""Ray Romano"": ""Bill Bufalino"", ""Robert De Niro"": ""Frank Sheeran"", ""Sebastian Maniscalco"": ""Joseph 'Crazy Joe' Gallo"", ""Stephanie Kurtzuba"": ""Irene Sheeran"", ""Stephen Graham"": ""Anthony Provenzano"", ""Steve Van Zandt"": ""Jerry Vale""}, ""Cast"": {""Aleksa Palladino"": ""Mary Sheeran"", ""Aly Mang"": ""The Coat Check Girl"", ""Dascha Polanco"": ""Nurse"", ""Domenick Lombardozzi"": ""Fat Tony Salerno"", ""Gary Basaraba"": ""Frank 'Fitz' Fitzsimmons"", ""Harvey Keitel"": ""Angelo Bruno"", ""India Ennenga"": ""Dolores Sheeran"", ""Jack Huston"": ""Cast"", ""Jake Hoffman"": ""Allen Dorfman"", ""Jesse Plemons"": ""Chuckie O'Brien"", ""Joseph Russo"": ""Stephen Andretta"", ""Kathrine Narducci"": ""Carrie Bufalino"", ""Paul Ben-Victor"": ""Cast"", ""Paul Herman"": ""Whispers DiTullio"", ""Ray Romano"": ""Bill Bufalino"", ""Sebastian Maniscalco"": ""Joseph 'Crazy Joe' Gallo"", ""Sharon Pfeiffer"": ""The Manicurist"", ""Stephanie Kurtzuba"": ""Irene Sheeran"", ""Steve Van Zandt"": ""Jerry Vale""}}","""Biography,Drama,History,Thriller,Crime"""
Amazing Grace,"{""Principal Cast"": {""Alexander Hamilton"": ""Himself"", ""Aretha Franklin"": ""Herself"", ""Bernard Pretty Purdie"": ""Himself"", ""Bernard Purdie"": ""Himself"", ""C.L. Franklin"": ""Himself"", ""Charlie Watts"": ""Himself - Audience"", ""Chuck Rainey"": ""Himself"", ""Clara Ward"": ""Herself"", ""Mick Jagger"": ""Himself - Audience"", ""Reverand James Cleveland"": ""Himself"", ""Sydney Pollack"": ""Himself - Director""}}","""Documentary"""
Grave of the Fireflies (1988),"{""Principal Cast"": {""Akemi Yamaguchi"": ""Aunt"", ""Ayano Shiraishi"": ""Setsuko"", ""Justin Doran"": ""Additional Voices (Sentai Filmworks Dub)"", ""Luci Christian"": ""Additional Voices (Sentai Filmworks Dub)"", ""Marcy Bannor"": ""Aunt (Sentai Filmworks Dub)"", ""Shannon Conley"": ""Additional Voices (Central Park Media Dub)"", ""Shelley Calene-Black"": ""Mother (Sentai Filmworks Dub)"", ""Tadashi Nakamura"": ""Principal Cast"", ""Tsutomu Tatsumi"": ""Seita"", ""Yoshiko Shinohara"": ""Mother""}, ""Cast"": {""Adam Gibbs"": ""Seita (Sentai Filmworks Dub)"", ""Amy Jones"": ""Aunt (Central Park Media Dub)"", ""Crispin Freeman"": ""Doctors/Old Man (Central Park Media Dub)"", ""Dan Green"": ""Additional Voices (Central Park Media Dub)"", ""Susan O. Koozin"": ""Additional Voices (Sentai Filmworks Dub)""}}","""Drama,War,Animation"""
The Wild Child,"{""Principal Cast"": {""Annie Miller"": ""Madame Lemeri"", ""Claude Miller"": ""Monsieur Lemeri"", ""Fran\u00e7ois Truffaut"": ""Le Dr Jean Itard"", ""Fran\u00e7oise Seigner"": ""Madame Guerin"", ""Jean Dast\u00e9"": ""Professor Philippe Pinel"", ""Jean Gruault"": ""Visitor At Institute"", ""Jean-Pierre Cargol"": ""Victor, L'enfant Sauvage"", ""Mathieu Schiffman"": ""Mathieu"", ""Nathan Miller"": ""Baby Lemeri"", ""Paul Vill\u00e9"": ""Remy""}, ""Cast"": {""Eva Truffaut"": ""Girl At Farm"", ""Gitt Magrini"": ""Countrywoman"", ""Jean-Fran\u00e7ois St\u00e9venin"": ""Countryman"", ""Laura Truffaut"": ""Girl At Farm"", ""Robert Cambourakis"": ""Countryman""}}","""Drama"""
Petite Maman,"{""Principal Cast"": {""Flor\u00e8s Cardo"": ""Dame Maison De Retraite"", ""Gabrielle Sanz"": ""Marion"", ""Guyl\u00e8ne P\u00e9an"": ""Dame Maison De Retraite"", ""Jos\u00e9e Schuller"": ""Dame Maison De Retraite"", ""Jos\u00e9phine Sanz"": ""Nelly"", ""Margot Abascal"": ""La Grand-M\u00e8re"", ""Nina Meurisse"": ""La M\u00e8re"", ""St\u00e9phane Varupenne"": ""Le P\u00e8re""}}","""Drama"""
Shadow of a Doubt,"{""Principal Cast"": {""Charles Bates"": ""Roger Newton"", ""Edna May Wonacott"": ""Ann Newton"", ""Henry Travers"": ""Joseph Newton"", ""Hume Cronyn"": ""Herbie Hawkins"", ""Irving Bacon"": ""Station Master"", ""Joseph Cotten"": ""Charlie Oakley"", ""Macdonald Carey"": ""Jack Graham"", ""Patricia Collinge"": ""Emma Newton"", ""Teresa Wright"": ""Charlie Newton"", ""Wallace Ford"": ""Fred Saunders""}, ""Cast"": {""Bill Bates"": ""Undetermined Role"", ""Clarence Muse"": ""Pullman Porter"", ""Estelle Jewell"": ""Catherine"", ""Janet Shaw"": ""Louise Finch"", ""Virginia Brissac"": ""Mrs. Phillips""}}","""Thriller"""
Inside Out,"{""Principal Cast"": {""Amy Poehler"": ""Joy"", ""Bill Hader"": ""Fear"", ""Lewis Black"": ""Anger"", ""Mindy Kaling"": ""Disgust"", ""Phyllis Smith"": ""Sadness""}, ""Cast"": {""Amy Poehler"": ""Joy"", ""Bill Hader"": ""Fear"", ""Bob Bergen"": ""Additional Voices"", ""Bobby Moynihan"": ""Forgetter Bobby"", ""Carlos Alazraqui"": ""Father's Fear/Brazilian Helicopter Pilot"", ""Danny Mann"": ""Additional Voices"", ""Dave Goelz"": ""Subconscious Guard Frank"", ""Diane Lane"": ""Mom"", ""Flea"": ""Mind Worker Cop Jake"", ""Frank Oz"": ""Subconscious Guard Dave"", ""Jess Harnell"": ""Additional Voices"", ""John Cygan"": ""Additional Voices"", ""John Ratzenberger"": ""Fritz"", ""Josh Cooley"": ""Jangles"", ""Kaitlyn Dias"": ""Riley"", ""Kyle MacLachlan"": ""Dad"", ""Laraine Newman"": ""Mother's Fear"", ""Lewis Black"": ""Anger"", ""Lori Alan"": ""Mother's Sadness"", ""Mindy Kaling"": ""Disgust"", ""Paris Van Dyke"": ""Meg"", ""Paula Pell"": ""Dream Director/Mom's Anger"", ""Paula Poundstone"": ""Forgetter Paula"", ""Phyllis Smith"": ""Sadness"", ""Rashida Jones"": ""Cool Girl's Emotions"", ""Richard Kind"": ""Bing Bong"", ""Sherry Lynn"": ""Mother's Joy"", ""Teresa Ganzel"": ""Additional Voices""}}","""Adventure,Drama,Fantasy,Comedy,Animation,Family"""
Sideways,"{""Principal Cast"": {""Paul Giamatti"": ""Miles"", ""Sandra Oh"": ""Stephanie"", ""Thomas Haden Church"": ""Jack"", ""Virginia Madsen"": ""Maya""}, ""Cast"": {""Alysia Reiner"": ""Christine Erganian"", ""Jessica Hecht"": ""Victoria"", ""Joe Marinelli"": ""Frass Canyon Pourer"", ""M.C. Gainey"": ""Cammi's Husband"", ""Marylouise Burke"": ""Miles's Mother"", ""Missy Doty"": ""Cammi"", ""Patrick Gallagher"": ""Gary The Bartender"", ""Robert Covarrubias"": ""Miles's Building Manager"", ""Shake Tukhmanyan"": ""Mrs. Erganian"", ""Shaun Duke"": ""Mike Erganian"", ""Stephanie Faracy"": ""Stephanie's Mother""}}","""Drama,Comedy,Romance"""
Schindler's List,"{""Principal Cast"": {""Liam Neeson"": ""Oskar Schindler"", ""Ralph Fiennes"": ""Amon Goeth""}, ""Cast"": {""Andrzej Seweryn"": ""Julian Scherner"", ""B\u00e9atrice Macola"": ""Ingrid"", ""Ben Kingsley"": ""Itzhak Stern"", ""Caroline Goodall"": ""Emilie Schindler"", ""Embeth Davidtz"": ""Helen Hirsch"", ""Friedrich von Thun"": ""Rolf Czurda"", ""Harry Nehring"": ""Leo John"", ""Jonathan Sagall"": ""Poldek Pfefferberg"", ""Krzysztof Luft"": ""Herman Toffel"", ""Malgoscha Gebel"": ""Wiktoria Klonowska"", ""Mark Ivanir"": ""Marcel Goldberg"", ""Norbert Weisser"": ""Albert Hujar"", ""Shmuel Levy"": ""Wilek Chilowicz""}}","""Biography,Drama,History,War"""
Meet Me in St. Louis,"{""Principal Cast"": {""Harry Davenport"": ""Grandpa"", ""Henry H. Daniels Jr."": ""Lon Smith Jr."", ""Judy Garland"": ""Esther Smith"", ""June Lockhart"": ""Lucille Ballard"", ""Leon Ames"": ""Mr. Alonzo Smith"", ""Lucille Bremer"": ""Rose Smith"", ""Margaret O'Brien"": ""'Tootie' Smith"", ""Marjorie Main"": ""Katie (Maid)"", ""Mary Astor"": ""Mrs. Anna Smith"", ""Tom Drake"": ""John Truett""}, ""Cast"": {""Chill Wills"": ""Mr. Neely"", ""Hugh Marlowe"": ""Col. Darly"", ""Joan Carroll"": ""Agnes Smith"", ""Robert Sully"": ""Warren Sheffield"", ""Sidney Barnes"": ""Hugo Borvis""}}","""Drama,Comedy,Romance,Music,Family"""
The Apartment,"{""Principal Cast"": {""David Lewis"": ""Al Kirkeby"", ""Fred MacMurray"": ""Jeff D. Sheldrake"", ""Hope Holiday"": ""Mrs. Margie MacDougall"", ""Jack Kruschen"": ""Dr. Dreyfuss"", ""Jack Lemmon"": ""C.C. Baxter"", ""Joan Shawlee"": ""Sylvia"", ""Johnny Seven"": ""Karl Matuschka"", ""Naomi Stevens"": ""Mrs. Mildred Dreyfuss"", ""Ray Walston"": ""Joe Dobisch"", ""Shirley MacLaine"": ""Fran Kubelik""}, ""Cast"": {""David White"": ""Mr. Eichelberger"", ""Dorothy Abbott"": ""Office Worker"", ""Edie Adams"": ""Miss Olsen"", ""Joyce Jameson"": ""The Blonde"", ""Willard Waterman"": ""Mr. Vanderhoff""}}","""Drama,Comedy,Romance"""
Apocalypse Now,"{""Principal Cast"": {""Marlon Brando"": ""Colonel Walter E. Kurtz"", ""Martin Sheen"": ""Captain Benjamin L. Willard""}, ""Cast"": {""Albert Hall"": ""Chief Phillips"", ""Bo Byers"": ""MP Sergeant #1"", ""Dennis Hopper"": ""Photojournalist"", ""Frederic Forrest"": ""Jay 'Chef' Hicks"", ""G.D. Spradlin"": ""General Corman"", ""Harrison Ford"": ""Colonel Lucas"", ""James Keane"": ""Kilgore's Gunner"", ""Jerry Ziesmer"": ""Jerry, Civilian"", ""Kerry Rossall"": ""Mike From San Diego"", ""Laurence Fishburne"": ""Tyrone 'Clean' Miller"", ""Robert Duvall"": ""Lieutenant Colonel Bill Kilgore"", ""Sam Bottoms"": ""Lance B. Johnson"", ""Scott Glenn"": ""Lieutenant Richard M. Colby""}}","""Action,Drama,War"""
The Gunfighter,"{""Principal Cast"": {""Anthony Ross"": ""Deputy Charlie Norris"", ""Ellen Corby"": ""Mrs. Devlin"", ""Gregory Peck"": ""Jimmy Ringo"", ""Helen Westcott"": ""Peggy Walsh"", ""Jean Parker"": ""Molly"", ""Karl Malden"": ""Mac"", ""Millard Mitchell"": ""Marshal Mark Strett"", ""Richard Jaeckel"": ""Eddie"", ""Skip Homeier"": ""Hunt Bromley"", ""Verna Felton"": ""Mrs. August Pennyfeather""}, ""Cast"": {""Beulah Archuletta"": ""Indian Woman"", ""C.E. Anderson"": ""Street Loafer"", ""Carl Andre"": ""Street Loafer"", ""Murray Alper"": ""Townsman At Funeral"", ""Victor Adamson"": ""Townsman At Funeral""}}","""Western"""
We Were Here,"{""Cast"": {""Bobbi Campbell"": ""Himself"", ""Cleve Jones"": ""Himself"", ""Daniel Goldstein"": ""Himself"", ""Ed Wolf"": ""Himself"", ""Eileen Glutzer"": ""Herself"", ""Guy Clark"": ""Himself"", ""Paul Boneberg"": ""Himself""}}","""Documentary"""
Faces Places,"{""Principal Cast"": {""Agn\u00e8s Varda"": ""Herself"", ""Amaury Bossy"": ""Himself"", ""Claude Ferchal"": ""Himself"", ""Claude Flaert"": ""Himself"", ""J.R."": ""Himself"", ""Jean-Luc Godard"": ""Himself"", ""Jean-Paul Beaujon"": ""Himself"", ""Jeannine Carpentier"": ""Herself"", ""JR"": ""Himself"", ""Laurent Levesque"": ""Lettre 'O'"", ""Marie Douvet"": ""Herself"", ""Vincent Gils"": ""Himself"", ""Yves Boulen"": ""Himself""}, ""Cast"": {""Clemens Van Dungern"": ""Himself"", ""Laurent Levesque"": ""Lettre 'O'"", ""Morgane Riou"": ""Herself"", ""Nathalie Maurouard"": ""Herself"", ""Nathalie Schleehauf"": ""Herself"", ""Patricia Mercier"": ""Herself"", ""Pony-Soleil-Air-Sauvage-Nature"": ""Himself""}}","""Documentary"""
Chimes at Midnight,"{""Principal Cast"": {""Andr\u00e9s Mejuto"": ""Principal Cast"", ""Jeanne Moreau"": ""Doll Tearsheet"", ""John Gielgud"": ""Henry IV"", ""Julio Pe\u00f1a"": ""Vassall"", ""Margaret Rutherford"": ""Mistress Quickly"", ""Marina Vlady"": ""Kate Percy"", ""Michael Aldridge"": ""Pistol"", ""Orson Welles"": ""Falstaff"", ""Tony Beckley"": ""Ned Poins"", ""Walter Chiari"": ""Mr. Silence""}, ""Cast"": {""Alan Webb"": ""Shallow"", ""Fernando Rey"": ""Worcester"", ""Jeremy Rowe"": ""Prince John"", ""Keith Baxter"": ""Prince Hal"", ""Keith Pyott"": ""Lord Chief Justice""}}","""Drama,History,Comedy,War"""
The Lord of the Rings: The Return of the King,"{""Principal Cast"": {""Andy Serkis"": ""Gollum"", ""Orlando Bloom"": ""Legolas""}, ""Cast"": {""Alexandra Astin"": ""Elanor Gamgee"", ""Alistair Browning"": ""Damrod"", ""Bernard Hill"": ""Theoden"", ""Billy Boyd"": ""Pippin"", ""Cate Blanchett"": ""Galadriel"", ""David Aston"": ""Gondorian Soldier 3"", ""Ian McKellen"": ""Gandalf"", ""Jason Fitch"": ""Uruk 2"", ""John Bach"": ""Madril"", ""Marton Csokas"": ""Celeborn"", ""Noel Appleby"": ""Everard Proudfoot"", ""Orlando Bloom"": ""Legolas"", ""Richard Edge"": ""Gondorian Soldier 1"", ""Sadwyn Brophy"": ""Eldarion"", ""Sean Astin"": ""Sam"", ""Sean Bean"": ""Boromir""}}","""Action,Adventure,Fantasy"""
Carlos,"{""Cast"": {""Ahmad Kaabour"": ""Wadie Haddad"", ""Alejandro Arroyo"": ""Dr. Valent\u00edn Hern\u00e1ndez"", ""Alexander Scheer"": ""Johannes Weinrich"", ""Aljoscha Stadelmann"": ""Wilfred B\u00f6se 'Boni'"", ""Antoine Balabane"": ""G\u00e9n\u00e9ral Al-Khouly"", ""Christoph Bach"": ""Hans-Joachim Klein 'Angie'"", ""\u00c9dgar Ram\u00edrez"": ""Ilich Ram\u00edrez S\u00e1nchez, Aka 'Carlos'"", ""Fadi Abi Samra"": ""Michel Moukharbel"", ""Fadi Yanni Turk"": ""Colonel Ha\u00eftham Sa\u00efd"", ""Juana Acosta"": ""Amie De Carlos"", ""Julia Hummer"": ""Gabriele Kr\u00f6cher-Tiedemann 'Nada'"", ""Karam Ghossein"": ""Feday Chez Wadie Haddad"", ""Lamia Ahmed"": ""\u00c9pouse Religieux Syrien"", ""Liane Sellerer"": ""\u00c9pouse Steff"", ""Nora von Waldst\u00e4tten"": ""Magdalena Kopp"", ""Philippe Tran"": ""Feday Orly"", ""Rami Farah"": ""'Joseph'"", ""Rodney El Haddad"": ""Anis Naccache 'Khalid'"", ""Talal El-Jordi"": ""Kamal Al-Issawi 'Ali'"", ""Zeid Hamdan"": ""'Youssef'""}}","""Biography,Drama,History,Thriller,Crime"""
Marriage Story,"{""Principal Cast"": {""Adam Driver"": ""Charlie"", ""Alan Alda"": ""Bert Spitz"", ""Albert Jones"": ""Donna's Husband"", ""Ayden Mayeri"": ""Makeup Artist"", ""Azhy Robertson"": ""Henry Barber"", ""Brooke Bloom"": ""Mary Ann"", ""David Turner"": ""Theater Actor"", ""Eric Berryman"": ""Theater Actor"", ""Gideon Glick"": ""Theater Actor"", ""Julia Greer"": ""Street Solicitor #1"", ""Julie Hagerty"": ""Sandra"", ""Kyle Bornheimer"": ""Ted"", ""Laura Dern"": ""Nora Fanshaw"", ""Mark O'Brien"": ""Carter"", ""Mary Hollis Inboden"": ""Evaluator"", ""Matthew Maher"": ""Theater Actor"", ""Merritt Wever"": ""Cassie"", ""Mickey Sumner"": ""Beth"", ""Ray Liotta"": ""Jay"", ""Robert Smigel"": ""Mediator"", ""Scarlett Johansson"": ""Nicole"", ""Wallace Shawn"": ""Frank""}, ""Cast"": {""Albert Jones"": ""Donna's Husband"", ""Annie Hamilton"": ""Becca"", ""Ayden Mayeri"": ""Makeup Artist"", ""Azhy Robertson"": ""Henry"", ""Brooke Bloom"": ""Mary Ann"", ""Jasmine Cephas Jones"": ""Theater Actor"", ""Julie Hagerty"": ""Sandra"", ""Kyle Bornheimer"": ""Ted"", ""Mark O'Brien"": ""Carter"", ""Martha Kelly"": ""The Evaluator"", ""Mary Hollis Inboden"": ""Evaluator"", ""Mary Wiseman"": ""Theater Actor"", ""Matthew Maher"": ""Theater Actor"", ""Mickey Sumner"": ""Beth"", ""Motell Gyn Foster"": ""Theatre Actor"", ""Pete Simpson"": ""Theater Actor"", ""Raymond J. Lee"": ""Theater Actor"", ""Robert Smigel"": ""Mediator""}}","""Drama,Comedy,Romance"""
The French Connection,"{""Principal Cast"": {""Ann Rebbot"": ""Marie Charnier"", ""Arlene Farber"": ""Angie Boca"", ""Bill Hickman"": ""Mulderig"", ""Fernando Rey"": ""Alain Charnier"", ""Fr\u00e9d\u00e9ric de Pasquale"": ""Devereaux"", ""Gene Hackman"": ""Jimmy Doyle"", ""Harold Gary"": ""Weinstock"", ""Marcel Bozzuffi"": ""Pierre Nicoli"", ""Roy Scheider"": ""Det. Buddy Russo"", ""Tony Lo Bianco"": ""Sal Boca""}, ""Cast"": {""Andr\u00e9 Ernotte"": ""La Valle"", ""Ann Rebbot"": ""Marie Charnier"", ""Arlene Farber"": ""Angie Boca"", ""Benny Marino"": ""Lou Boca"", ""Bill Hickman"": ""Mulderig"", ""Eddie Egan"": ""Simonson"", ""Fernando Rey"": ""Alain Charnier"", ""Fr\u00e9d\u00e9ric de Pasquale"": ""Devereaux"", ""Harold Gary"": ""Weinstock"", ""Marcel Bozzuffi"": ""Pierre Nicoli"", ""Patrick McDermott"": ""Chemist"", ""Sonny Grosso"": ""Klein"", ""Tony Lo Bianco"": ""Sal Boca""}}","""Action,Drama,Thriller,Crime"""
La La Land,"{""Principal Cast"": {""Emma Stone"": ""Mia"", ""J.K. Simmons"": ""Bill"", ""Rosemarie DeWitt"": ""Laura"", ""Ryan Gosling"": ""Sebastian""}, ""Cast"": {""Amanda Fields"": ""Red Head Actress"", ""Ami\u00e9e Conn"": ""Famous Actress"", ""Ana Flavia Gavlak"": ""Young Actress"", ""Andres Perez-Molina"": ""Coffee Shop Customer"", ""Ashley Caple"": ""The Beautiful Butterfly"", ""Callie Hernandez"": ""Tracy"", ""Cameron Brinkman"": ""Jazz Club Patron"", ""Candice Coke"": ""Girl 2"", ""Christopher Aber"": ""Cowboy"", ""Cinda Adams"": ""Casting Director (First Audition)"", ""Claudine Claudio"": ""Karen (Waitress)"", ""D.A. Wallach"": ""'80's Singer"", ""Emma Stone"": ""Mia"", ""Finn Wittrock"": ""Greg"", ""Hemky Madera"": ""Jimmy"", ""J.K. Simmons"": ""Boss"", ""Jason Fuchs"": ""Carlo"", ""Jessica Rothe"": ""Alexis"", ""John Legend"": ""Keith"", ""Jordan Ray Fox"": ""Nathan"", ""Josh Pence"": ""Josh"", ""Kaye L. Morris"": ""Producer's Girlfriend"", ""Kc Monnie"": ""Dancer"", ""Kiff VandenHeuvel"": ""New Coffee Shop Manager"", ""Kristin Slaysman"": ""Coffee Shop Customer"", ""Margaret Newborn"": ""Jazz Club Goer"", ""Meagen Fay"": ""Mia's Mom"", ""Miles Anderson"": ""Photographer"", ""Morgan Larson"": ""Party Dancer"", ""Nilla Watkins"": ""Customer #1"", ""Phillip E. Walker"": ""Jazz Club Patron"", ""Rosemarie DeWitt"": ""Laura"", ""Ryan Gosling"": ""Sebastian"", ""Sandra Rosko"": ""Dream Audience"", ""Shannon Klein"": ""Pretty Actress"", ""Shannon Leann"": ""Party Guest"", ""Sonoya Mizuno"": ""Caitlin"", ""Terry Walters"": ""Linda (Coffee Shop Manager)"", ""Thom Shelton"": ""Coffee Spiller"", ""Tom Everett Scott"": ""Cast"", ""Trevor Lissauer"": ""Valet"", ""Zo\u00eb Hall"": ""Chelsea""}}","""Drama,Comedy,Romance,Musical"""
"Crouching Tiger, Hidden Dragon","{""Principal Cast"": {""Michelle Yeoh"": ""Yu Shu Lien"", ""Yun-Fat Chow"": ""Master Li Mu Bai"", ""Ziyi Zhang"": ""Jen Yu (Mandarin Version)/Jiao Long (English Dubbed Version)""}, ""Cast"": {""Chen Chang"": ""Lo 'Dark Cloud'/Luo Xiao Hu"", ""De Ming Wang"": ""Police Inspector Tsai/Prefect Cai Qiu"", ""Fa Zeng Li"": ""Governor Yu"", ""Jin Ting Zhang"": ""De Lu"", ""Kai Li"": ""Gou Jun Pei"", ""Li Li"": ""May"", ""Pei-pei Cheng"": ""Jade Fox"", ""Rei Yang"": ""Maid"", ""Sihung Lung"": ""Sir Te"", ""Su Ying Huang"": ""Auntie Wu"", ""Xian Gao"": ""Bo"", ""Yan Hai"": ""Madame Yu""}}","""Action,Adventure,Drama,Fantasy,Romance"""
Nomadland,"{""Principal Cast"": {""Angela Reyes"": ""Angela"", ""Bob Wells"": ""Principal Cast"", ""Carl R. Hughes"": ""Carl"", ""David Strathairn"": ""Principal Cast"", ""Douglas G. Soul"": ""Doug"", ""Frances McDormand"": ""Fern"", ""Gay DeForest"": ""Gay"", ""Karie Lynn McDermott Wilder"": ""Karie"", ""Linda May"": ""Linda"", ""Patricia Grier"": ""Patty"", ""Ryan Aquino"": ""Ryan"", ""Swankie"": ""Principal Cast"", ""Teresa Buchanan"": ""Teresa""}, ""Cast"": {""Annette Webb"": ""Annette"", ""Annette Wells"": ""Annette"", ""Bob Wells"": ""Bob"", ""Brandy Wilber"": ""Brandy"", ""Karie Lynn McDermott Wilder"": ""Karie"", ""Makenzie Etcheverry"": ""Makenzie"", ""Rachel Bannon"": ""Rachel""}}","""Drama"""
